cell,CD4,TLL1,EPHA8,CD69,CDKN1A,CCR7,PDGFRA,CD44,FCGR2A,EGFR,KHDRBS2,DRAXIN,LMX1A,RFTN2,IGFBP7,EOMES,CTLA4,HHIP,COL1A2,TRIM9,ATOH1,IGF1,NCAM1,TULP1,FOXJ1,CD37,CD19,RIT2,IGDCC3,VTCN1,KCNH8,CNTN2,PTCH1,OTX2,MEIS2,TNC,CDH5,PPP1R17,APOD,SEMA6A,NNAT,NPAS3,PTPRC,IL4,EZH2,CD74,C5AR1,DLL3,SRC,HLA-DRB1,Blank-1,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blank-10,Blank-11,Blank-12,Blank-13,Blank-14,Blank-15,Blank-16,Blank-17,Blank-18,Blank-19,Blank-20,Blank-21,Blank-22,Blank-23,Blank-24,Blank-25,Blank-26,Blank-27,Blank-28,Blank-29,Blank-30,Blank-31,Blank-32,Blank-33,Blank-34,Blank-35,Blank-36,Blank-37,Blank-38,Blank-39,Blank-40
112824700320100382,0,1,0,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26,0,7,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100389,0,0,0,0,1,0,1,0,0,1,0,1,0,3,1,0,0,9,1,1,1,0,16,0,0,0,0,0,2,0,1,4,4,0,3,0,0,0,0,8,6,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100390,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100395,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,5,6,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100397,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700320100398,0,1,0,0,8,0,4,1,0,0,0,1,0,2,1,0,0,5,14,1,2,0,9,0,0,0,0,0,1,0,0,0,16,0,2,0,0,0,5,2,5,0,0,0,2,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
112824700320100399,0,2,0,0,1,0,0,0,1,2,0,3,0,2,0,0,0,6,1,0,0,0,18,0,0,0,0,0,1,0,0,1,11,0,2,0,1,0,2,3,4,2,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100402,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,3,2,0,0,3,0,0,0,0,0,0,0,1,3,1,0,5,0,0,0,18,3,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100403,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,5,19,1,0,0,10,0,0,0,0,0,0,0,0,8,6,0,1,0,0,0,4,14,7,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100404,0,2,0,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,2,6,10,0,0,0,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100408,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,17,0,0,0,0,0,1,0,0,7,1,0,3,0,0,1,0,10,12,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100410,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,4,1,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100416,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100417,0,0,0,0,0,0,1,0,0,1,0,1,0,2,3,0,0,1,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,9,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100419,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,5,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
112824700320100420,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,10,0,0,0,0,0,1,1,0,2,4,0,2,0,0,1,7,5,11,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700320100421,1,3,0,0,2,0,0,0,2,1,0,5,0,1,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,2,1,0,0,2,4,10,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100423,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,1,0,0,6,0,0,2,0,0,0,0,5,9,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
112824700320100424,0,0,0,0,2,0,2,0,0,4,1,6,0,2,0,0,0,5,1,1,0,0,35,0,0,0,0,0,2,0,1,5,6,0,3,0,0,4,3,14,14,0,0,0,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100427,0,0,1,0,7,0,2,1,0,0,0,0,0,3,2,0,1,4,13,0,0,0,14,0,0,0,0,0,0,0,0,3,3,0,1,0,0,1,23,2,5,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100428,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,12,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100430,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100431,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,8,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,10,2,5,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100434,0,0,0,0,0,0,2,0,1,1,0,1,0,4,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,5,2,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100438,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,0,0,1,2,0,1,0,9,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,4,7,13,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100439,0,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,7,0,2,2,0,16,0,0,0,0,0,2,0,0,8,6,0,10,0,0,2,1,15,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100443,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,11,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100446,0,0,0,0,2,0,2,0,0,3,0,1,0,0,0,0,0,9,10,0,2,0,9,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,18,3,10,1,0,0,9,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100447,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,1,5,1,0,13,0,0,0,0,0,1,0,0,6,2,0,4,0,0,0,1,3,13,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100449,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,9,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,18,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100450,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,18,1,0,0,0,0,0,1,0,6,2,0,4,0,0,0,1,25,8,1,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700320100451,0,2,1,0,4,0,0,0,0,1,0,0,0,2,0,0,0,6,0,3,0,0,7,0,0,0,0,0,1,0,0,4,2,0,4,0,1,0,0,4,15,1,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100454,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100460,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,2,11,6,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100461,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,16,0,0,0,0,0,0,0,1,10,0,0,4,0,0,0,4,16,22,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100462,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100466,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100469,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,11,0,0,3,0,13,0,0,0,0,0,1,0,0,0,2,0,5,0,1,0,0,3,1,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100470,6,0,0,0,2,0,1,3,3,0,0,0,0,1,0,0,2,1,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,10,0,3,0,0,168,6,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100471,2,0,0,0,1,0,6,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,3,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100473,0,2,0,0,10,0,1,0,1,2,0,7,0,3,1,0,0,3,7,2,1,0,26,1,0,0,0,0,0,0,0,24,4,0,12,0,2,0,12,21,42,1,0,0,2,3,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100474,0,1,1,0,4,0,1,0,1,1,0,4,0,0,0,0,0,2,0,0,1,0,21,0,0,0,0,0,2,0,1,9,1,0,3,0,2,0,0,16,47,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100475,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,14,0,1,0,9,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,10,9,6,0,0,1,4,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100478,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,0,1,2,0,1,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,11,7,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100482,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,6,0,0,0,0,26,0,0,0,0,0,2,0,0,4,11,0,5,0,0,2,0,8,9,2,0,0,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112824700320100484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,1,0,12,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,29,5,2,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100485,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,1,9,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,2,11,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100486,0,1,0,0,4,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,13,1,0,0,0,0,1,0,0,3,1,0,3,0,0,0,0,10,16,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112824700320100488,0,1,0,0,5,0,0,0,0,2,0,0,0,4,0,0,0,4,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,7,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700320100489,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100490,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,5,11,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
112824700320100492,0,2,0,0,4,0,0,0,1,2,0,5,0,0,1,0,0,1,1,0,1,0,21,0,0,0,0,0,1,0,0,10,6,0,7,0,1,0,0,19,28,0,0,0,4,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100493,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100496,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,4,0,4,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,1,2,11,0,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100501,0,0,0,0,4,0,0,0,0,1,0,2,0,0,1,0,0,1,3,1,3,0,3,0,0,1,0,0,0,0,0,4,1,0,4,0,0,1,5,3,23,1,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100502,4,5,0,0,3,0,11,1,1,1,0,7,1,1,3,0,0,0,69,5,1,0,26,0,0,0,0,0,2,0,0,14,2,0,0,0,0,1,33,13,18,0,0,0,4,0,0,4,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100505,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,16,1,0,0,0,0,0,0,0,5,1,0,4,0,0,0,5,7,19,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112824700320100506,0,1,0,0,7,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,12,0,0,0,0,0,0,0,0,4,1,0,3,1,0,0,0,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100507,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,1,3,0,12,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100508,1,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,1,4,3,2,0,28,0,0,0,0,0,2,0,1,13,2,0,5,0,2,0,0,26,39,0,0,0,1,38,2,5,2,4,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112824700320100509,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100512,0,0,1,0,20,0,1,0,1,0,1,2,0,1,0,0,0,3,2,0,1,0,9,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,7,10,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100513,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100515,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,3,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
112824700320100516,1,1,0,0,0,0,1,0,1,1,0,2,0,3,2,0,0,6,2,0,0,0,14,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,4,10,9,1,1,0,1,15,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100519,0,1,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,8,2,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112824700320100520,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6,0,1,1,0,8,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,4,7,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112824700320100523,1,0,1,0,3,0,20,0,1,2,0,0,0,0,6,0,0,3,110,2,1,0,5,0,0,0,0,0,2,0,0,1,1,0,5,0,1,0,88,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
112824700320100524,0,3,1,0,3,0,0,0,0,0,0,1,0,1,3,0,1,1,0,6,0,0,15,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,1,25,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
